Name-additional,yearID,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,RA9extras,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
waldike01,2023,Ken Waldichuk*,25,OAK,141,35,22,93,5.94,483.00%,-51.00%,13.00%,0.08,9490.00%,527.00%,-1200.00%,-120.00%,1.14,-0.1,0.00%,3,0.465,0.492,"$720,000 ",Traded
waldrma01,2023,Matt Waldron,26,SDP,41.1,8,6,20,4.35,462.00%,38.00%,15.00%,0,8860.00%,389.00%,-200.00%,-20.00%,0.27,0,20.00%,2,0.475,0.499,,Traded
walkejo03,2023,Josh Walker*,28,NYM,10,14,0,11,9.9,522.00%,-9.00%,-34.00%,0,9650.00%,479.00%,-600.00%,-60.00%,1.19,-0.1,-50.00%,-5,0.461,0.497,,Amateur Draft
walkery01,2023,Ryan Walker,27,SFG,61.1,49,13,25,3.67,475.00%,-7.00%,-24.00%,0,9610.00%,441.00%,500.00%,50.00%,1.07,-0.1,100.00%,11,0.511,0.503,,Amateur Draft
walketa01,2023,Taijuan Walker,30,PHI,172.2,31,31,87,4.53,469.00%,-22.00%,22.00%,0,9810.00%,503.00%,1000.00%,100.00%,,-0.1,250.00%,27,0.533,0.506,"$18,000,000 ",Free Agency
waltebr01,2023,Brandon Walter*,26,BOS,23,9,0,17,6.65,466.00%,-14.00%,-7.00%,0,10680.00%,505.00%,-400.00%,-40.00%,0.34,0,-20.00%,-2,0.452,0.497,,Amateur Draft
wantzan01,2023,Andrew Wantz,27,LAA,39.1,27,3,18,4.12,459.00%,-9.00%,-28.00%,0,10210.00%,449.00%,100.00%,10.00%,1.25,-0.1,40.00%,5,0.504,0.501,"$740,000 ",Amateur Draft
wardth01,2023,Thaddeus Ward,26,WSN,35.1,26,0,26,6.62,476.00%,-17.00%,-31.00%,0,9570.00%,441.00%,-900.00%,-80.00%,0.3,0.2,-30.00%,-5,0.468,0.495,,Waivers
warreau01,2023,Austin Warren,27,LAA,1.2,2,0,1,5.4,431.00%,-8.00%,-29.00%,0,10800.00%,443.00%,0.00%,0.00%,1.51,0,0.00%,0,0.49,0.5,,Amateur Draft
watkisp01,2023,Spenser Watkins,30,OAK,4.1,1,1,5,10.38,457.00%,-58.00%,21.00%,0,9800.00%,525.00%,-300.00%,-20.00%,,0,-20.00%,-2,0.293,0.499,,Waivers
weathry01,2023,Ryan Weathers*,23,2TM,57.2,15,12,44,6.87,496.00%,30.00%,18.00%,0,9620.00%,465.00%,-1400.00%,-130.00%,1.2,-0.1,-80.00%,-9,0.412,0.495,"$727,600 ",Traded
weavelu01,2023,Luke Weaver,29,3TM,123.2,29,25,90,6.55,477.00%,-12.00%,20.00%,0,10200.00%,519.00%,-1900.00%,-180.00%,0.58,-0.1,-70.00%,-7,0.44,0.492,"$2,000,000 ",Free Agency
webbja01,2023,Jacob Webb,29,2TM,53.2,54,0,22,3.69,474.00%,1.00%,-32.00%,0.1,10150.00%,458.00%,500.00%,50.00%,1.16,-0.1,90.00%,10,0.509,0.502,,Waivers
webblo01,2023,Logan Webb,26,SFG,216,33,33,83,3.46,473.00%,-7.00%,22.00%,0,9820.00%,493.00%,3600.00%,390.00%,,-0.2,570.00%,57,0.618,0.524,"$4,600,000 ",Amateur Draft
weberry01,2023,Ryan Weber,32,NYY,14.1,8,0,5,3.14,514.00%,17.00%,-34.00%,0.4,9920.00%,498.00%,300.00%,30.00%,0.83,-0.1,40.00%,4,0.536,0.502,,Free Agency
weemsjo01,2023,Jordan Weems,30,WSN,54.2,51,0,25,4.12,475.00%,-15.00%,-31.00%,0.2,9700.00%,465.00%,300.00%,30.00%,1.07,-0.1,70.00%,9,0.507,0.502,,Free Agency
weissza01,2023,Zack Weiss,31,2TM,14,12,0,6,3.86,494.00%,-9.00%,-33.00%,0.8,10750.00%,592.00%,300.00%,30.00%,0.87,0,40.00%,5,0.527,0.501,,Waivers
weissgr01,2023,Greg Weissert,28,NYY,20,17,0,9,4.05,459.00%,13.00%,-31.00%,0,10330.00%,429.00%,0.00%,0.00%,0.91,0,20.00%,2,0.502,0.5,,Amateur Draft
wellsty01,2023,Tyler Wells,28,BAL,118.2,25,20,50,3.79,459.00%,14.00%,16.00%,0,9610.00%,442.00%,700.00%,70.00%,1.19,-0.1,180.00%,20,0.529,0.504,"$732,400 ",Rule 5 Draft
wentzjo01,2023,Joey Wentz*,25,DET,105.2,25,19,87,7.41,475.00%,16.00%,21.00%,0,10230.00%,491.00%,-3100.00%,-280.00%,1.19,-0.1,-190.00%,-19,0.387,0.483,"$723,500 ",Traded
wesneha01,2023,Hayden Wesneski,25,CHC,89.1,34,11,50,5.04,472.00%,26.00%,-3.00%,0,10230.00%,453.00%,-500.00%,-50.00%,0.79,-0.1,30.00%,4,0.486,0.497,"$721,500 ",Traded
wheelza01,2023,Zack Wheeler,33,PHI,192,32,32,82,3.84,466.00%,-21.00%,22.00%,0,9720.00%,494.00%,2400.00%,250.00%,,-0.1,420.00%,42,0.579,0.516,"$24,500,000 ",Free Agency
whitebr01,2023,Brendan White,24,DET,40.2,33,2,25,5.53,483.00%,13.00%,-30.00%,0.14,10680.00%,484.00%,-400.00%,-40.00%,0.69,0,0.00%,1,0.489,0.498,,Amateur Draft
whitemi03,2023,Mitch White,28,TOR,12.2,10,0,11,7.82,496.00%,61.00%,-33.00%,0.45,9990.00%,446.00%,-500.00%,-50.00%,0.49,0.1,-30.00%,-4,0.452,0.497,,Traded
whiteow01,2023,Owen White,23,TEX,4,2,0,5,11.25,473.00%,28.00%,-32.00%,0,10290.00%,425.00%,-300.00%,-30.00%,0.47,0.1,-20.00%,-3,0.359,0.498,,Amateur Draft
whitlga01,2023,Garrett Whitlock,27,BOS,71.2,22,10,43,5.4,471.00%,-12.00%,7.00%,0,10500.00%,514.00%,-300.00%,-30.00%,1.26,-0.1,30.00%,5,0.487,0.498,"$1,250,000 ",Rule 5 Draft
wicksjo01,2023,Jordan Wicks*,23,CHC,34.2,7,7,17,4.41,441.00%,29.00%,21.00%,0,10650.00%,461.00%,100.00%,10.00%,,0,40.00%,4,0.512,0.501,,Amateur Draft
willide03,2023,Devin Williams,28,MIL,58.2,61,0,13,1.99,471.00%,30.00%,-31.00%,0.1,9710.00%,407.00%,1400.00%,140.00%,2.11,0.6,260.00%,19,0.523,0.509,"$3,350,000 ",Amateur Draft
williga01,2023,Gavin Williams,23,CLE,82,16,16,32,3.51,492.00%,16.00%,23.00%,0,9580.00%,478.00%,1100.00%,110.00%,,-0.1,190.00%,19,0.571,0.507,,Amateur Draft
willilu01,2023,Luke Williams,26,LAD,1,1,0,0,0,500.00%,43.00%,-33.00%,0,10400.00%,440.00%,0.00%,10.00%,0,0,0.00%,1,0.551,0.5,,Free Agency
willitr01,2023,Trevor Williams,31,WSN,144.1,30,30,97,6.05,483.00%,-20.00%,23.00%,0,9810.00%,516.00%,-1400.00%,-140.00%,,-0.1,-10.00%,0,0.455,0.492,"$6,000,000 ",Free Agency
willibr02,2023,Brandon Williamson*,25,CIN,117,23,23,63,4.85,463.00%,-17.00%,22.00%,0,10460.00%,524.00%,500.00%,60.00%,,-0.1,160.00%,17,0.524,0.503,,Traded
william01,2023,Amos Willingham,24,WSN,24.1,18,0,18,6.66,477.00%,-22.00%,-31.00%,0,9710.00%,454.00%,-600.00%,-60.00%,0.46,0.1,-20.00%,-3,0.469,0.497,,Amateur Draft
wilsobr02,2023,Bryse Wilson,25,MIL,76.2,53,0,26,3.05,479.00%,46.00%,-29.00%,0.29,9660.00%,420.00%,1000.00%,100.00%,0.79,-0.3,150.00%,17,0.519,0.506,"$732,600 ",Purchased
wilsost02,2023,Steven Wilson,28,SDP,53,52,0,23,3.91,478.00%,30.00%,-32.00%,0,9260.00%,385.00%,0.00%,0.00%,1.31,-0.2,30.00%,5,0.5,0.5,"$726,400 ",Amateur Draft
winanal01,2023,Allan Winans,27,ATL,32.1,6,6,19,5.29,468.00%,18.00%,22.00%,0,9830.00%,463.00%,-200.00%,-20.00%,,0,10.00%,1,0.463,0.499,,Conditional Deal
winckjo01,2023,Josh Winckowski,25,BOS,84.1,60,1,34,3.63,478.00%,-12.00%,-32.00%,0.07,10460.00%,486.00%,1000.00%,110.00%,1.29,0,190.00%,20,0.518,0.507,"$722,000 ",Traded
windejo01,2023,Josh Winder,26,MIN,34.2,19,0,16,4.15,471.00%,18.00%,-31.00%,0,10180.00%,429.00%,0.00%,0.00%,0.53,-0.1,30.00%,4,0.501,0.5,"$725,650 ",Amateur Draft
wingetr01,2023,Trey Wingenter,29,DET,17,17,0,11,5.82,471.00%,12.00%,-31.00%,0.33,10140.00%,467.00%,-200.00%,-20.00%,0.43,0,-10.00%,-1,0.486,0.499,"$1,000,000 ",Free Agency
winnke01,2023,Keaton Winn,25,SFG,42.1,9,5,22,4.68,474.00%,-7.00%,1.00%,0,9650.00%,465.00%,0.00%,0.00%,0.48,-0.1,30.00%,4,0.5,0.5,,Amateur Draft
wiselbr01,2023,Brett Wisely,24,SFG,1,1,0,1,9,451.00%,-11.00%,-30.00%,0,9200.00%,398.00%,-100.00%,-10.00%,0,0,0.00%,0,0.446,0.5,,Traded
wittgni01,2023,Nick Wittgren,32,KCR,29,27,0,17,5.28,468.00%,-20.00%,-31.00%,0,10260.00%,468.00%,-200.00%,-20.00%,0.67,0,0.00%,1,0.492,0.499,,Free Agency
wolfja01,2023,Jackson Wolf*,24,SDP,5,1,1,3,5.4,400.00%,49.00%,19.00%,0,10600.00%,392.00%,-100.00%,-10.00%,,0,0.00%,0,0.423,0.5,,Amateur Draft
wongja01,2023,Jake Wong,26,CIN,3,1,0,3,9,551.00%,-22.00%,-36.00%,0,9200.00%,494.00%,-100.00%,-10.00%,0.15,0,-10.00%,-1,0.379,0.499,,Traded
woobr01,2023,Bryan Woo,23,SEA,87.2,18,18,44,4.52,448.00%,9.00%,21.00%,0,9650.00%,443.00%,-200.00%,-20.00%,,-0.1,60.00%,8,0.489,0.499,,Amateur Draft
woodal02,2023,Alex Wood*,32,SFG,97.2,29,12,52,4.79,476.00%,-8.00%,5.00%,0,9570.00%,469.00%,-100.00%,-10.00%,0.78,-0.1,70.00%,8,0.497,0.499,"$12,500,000 ",Free Agency
woodfja01,2023,Jake Woodford,26,STL,47.2,15,8,34,6.42,484.00%,-2.00%,7.00%,0,9630.00%,475.00%,-900.00%,-80.00%,0.5,0,-40.00%,-4,0.444,0.495,"$739,800 ",Amateur Draft
woodrbr01,2023,Brandon Woodruff,30,MIL,67,11,11,17,2.28,460.00%,37.00%,21.00%,0,10090.00%,449.00%,1700.00%,180.00%,,0,240.00%,23,0.667,0.511,"$10,800,000 ",Amateur Draft
woodssi01,2023,Simeon Woods Richardson,22,MIN,4.2,1,0,5,9.64,492.00%,20.00%,-33.00%,0,10000.00%,439.00%,-300.00%,-20.00%,0.32,0.1,-10.00%,-2,0.277,0.499,,Traded
wrighky01,2023,Kyle Wright,27,ATL,31,9,7,26,7.55,473.00%,20.00%,13.00%,0,10170.00%,474.00%,-1000.00%,-90.00%,0.56,0,-60.00%,-7,0.401,0.495,"$750,000 ",Amateur Draft
wynnera01,2023,Randy Wynne,30,CIN,2.1,1,0,1,3.86,602.00%,-24.00%,-40.00%,0,10800.00%,633.00%,100.00%,10.00%,0.72,0,10.00%,1,0.568,0.5,,Free Agency
yacabji01,2023,Jimmy Yacabonis,31,NYM,13.2,7,0,10,6.59,500.00%,-10.00%,-33.00%,0,9490.00%,453.00%,-300.00%,-30.00%,1.06,0,-20.00%,-2,0.457,0.498,,Free Agency
yarbrry01,2023,Ryan Yarbrough*,31,2TM,89.2,25,9,45,4.52,452.00%,9.00%,3.00%,0,10120.00%,453.00%,0.00%,0.00%,0.84,-0.1,70.00%,9,0.499,0.5,"$3,000,000 ",Free Agency
yateski01,2023,Kirby Yates,36,ATL,60.1,61,0,22,3.28,461.00%,13.00%,-30.00%,0.09,10130.00%,432.00%,700.00%,70.00%,0.91,-0.2,110.00%,13,0.512,0.504,"$6,000,000 ",Free Agency
youngal01,2023,Alex Young*,29,CIN,53.2,63,0,27,4.53,469.00%,-17.00%,-31.00%,0.32,10410.00%,507.00%,300.00%,30.00%,1.24,-0.1,70.00%,8,0.505,0.502,"$1,150,000 ",Free Agency
youngda02,2023,Danny Young*,29,ATL,8.1,8,0,1,1.08,495.00%,14.00%,-33.00%,0,10370.00%,465.00%,300.00%,30.00%,0.47,-0.1,30.00%,4,0.543,0.502,,Free Agency
zastrro01,2023,Rob Zastryzny*,31,PIT,20.2,21,1,15,6.53,460.00%,5.00%,-30.00%,0,10180.00%,432.00%,-500.00%,-50.00%,0.66,0,-30.00%,-3,0.476,0.497,"$750,000 ",Free Agency
zavalse01,2023,Seby Zavala,29,ARI,0.2,1,0,0,0,475.00%,27.00%,-31.00%,0,9200.00%,383.00%,0.00%,0.00%,0,0,0.00%,0,0.529,0.5,,Waivers
zerpaan01,2023,Angel Zerpa*,23,KCR,42.2,15,3,24,5.06,453.00%,-19.00%,-6.00%,0,10330.00%,481.00%,-200.00%,-20.00%,0.93,-0.1,20.00%,3,0.489,0.499,,Amateur Free Agent
zimmebr02,2023,Bruce Zimmermann*,28,BAL,13.1,7,0,8,5.4,464.00%,18.00%,-31.00%,0,9400.00%,389.00%,-200.00%,-20.00%,0.47,0,-10.00%,-1,0.466,0.499,,Traded
zuniggu01,2023,Guillermo Zuñiga,24,STL,2,2,0,1,4.5,444.00%,-1.00%,-29.00%,0,9800.00%,408.00%,0.00%,0.00%,0.04,0,0.00%,0,0.496,0.5,,Free Agency
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
